n_sentences,mean_len,p50_len,p90_len,share_short,share_long,dup_ratio,share_page,share_toc,share_tablefig,share_digit,share_policy_terms,share_econ_num,keyword_group_count,has_rates,has_reserve,has_credit,has_fx,has_inflation,has_growth,has_property,year,quarter,flags
420,59.838095238095235,53.0,103.10000000000002,0.002380952380952381,0.06190476190476191,0.002380952380952381,0.0,0.0,0.0,0.5523809523809524,0.3952380952380952,0.5023809523809524,7,1,1,1,1,1,1,1,2006,3,
454,61.08810572687225,53.0,106.0,0.0,0.05947136563876652,0.0,0.0,0.0,0.0,0.5440528634361234,0.5,0.44493392070484583,7,1,1,1,1,1,1,1,2006,4,
509,55.80157170923379,48.0,98.0,0.0019646365422396855,0.043222003929273084,0.0,0.0,0.0,0.0,0.5009823182711198,0.4636542239685658,0.44793713163064836,7,1,1,1,1,1,1,1,2007,1,
564,55.441489361702125,49.0,96.0,0.0017730496453900709,0.047872340425531915,0.0,0.0,0.0,0.0,0.4698581560283688,0.5070921985815603,0.4219858156028369,7,1,1,1,1,1,1,1,2007,2,
544,53.955882352941174,47.0,98.69999999999999,0.0,0.04595588235294118,0.0,0.0,0.0,0.0,0.4632352941176471,0.4338235294117647,0.4209558823529412,7,1,1,1,1,1,1,1,2007,3,
578,54.778546712802765,47.0,95.0,0.0,0.04325259515570934,0.0017301038062283738,0.0,0.0,0.0,0.49480968858131485,0.47231833910034604,0.444636678200692,7,1,1,1,1,1,1,1,2007,4,
515,55.54174757281553,48.0,100.0,0.001941747572815534,0.05825242718446602,0.001941747572815534,0.0,0.0,0.0,0.44660194174757284,0.4621359223300971,0.4116504854368932,7,1,1,1,1,1,1,1,2008,1,
553,54.256781193490056,47.0,95.80000000000001,0.003616636528028933,0.03616636528028933,0.003616636528028933,0.0,0.0,0.0,0.4484629294755877,0.48282097649186256,0.40867992766726946,7,1,1,1,1,1,1,1,2008,2,
511,53.44227005870842,48.0,92.0,0.003913894324853229,0.0410958904109589,0.0,0.0,0.0,0.0,0.512720156555773,0.4461839530332681,0.4461839530332681,7,1,1,1,1,1,1,1,2008,3,
609,56.330049261083744,51.0,98.0,0.003284072249589491,0.054187192118226604,0.0,0.0,0.0,0.0,0.5369458128078818,0.541871921182266,0.44991789819376027,7,1,1,1,1,1,1,1,2008,4,
489,55.50920245398773,52.0,100.0,0.00408997955010225,0.04294478527607362,0.002044989775051125,0.0,0.0,0.0,0.49284253578732107,0.48466257668711654,0.45194274028629855,7,1,1,1,1,1,1,1,2009,1,
511,55.70450097847358,51.0,101.0,0.0019569471624266144,0.04500978473581213,0.003913894324853229,0.0,0.0,0.0,0.5068493150684932,0.4246575342465753,0.44227005870841485,7,1,1,1,1,1,1,1,2009,2,
460,57.94565217391305,51.5,102.0,0.0,0.04565217391304348,0.0,0.0,0.0,0.0,0.5195652173913043,0.4391304347826087,0.4652173913043478,7,1,1,1,1,1,1,1,2009,3,
623,53.624398073836275,48.0,94.0,0.0016051364365971107,0.03691813804173355,0.0,0.0,0.0,0.0,0.5473515248796148,0.45746388443017655,0.47351524879614765,7,1,1,1,1,1,1,1,2009,4,
554,55.04873646209386,49.0,98.0,0.0,0.04332129963898917,0.0,0.0,0.0,0.0,0.5541516245487365,0.4711191335740072,0.4891696750902527,7,1,1,1,1,1,1,1,2010,1,
589,55.70118845500849,49.0,103.20000000000005,0.001697792869269949,0.059422750424448216,0.0,0.0,0.0,0.0,0.5568760611205433,0.5025466893039049,0.5110356536502547,7,1,1,1,1,1,1,1,2010,2,
600,54.641666666666666,49.0,97.10000000000002,0.0016666666666666668,0.056666666666666664,0.0016666666666666668,0.0,0.0,0.0,0.535,0.47333333333333333,0.4583333333333333,7,1,1,1,1,1,1,1,2010,3,
596,55.446308724832214,48.0,97.5,0.003355704697986577,0.050335570469798654,0.0,0.0,0.0,0.0,0.5385906040268457,0.5100671140939598,0.47315436241610737,7,1,1,1,1,1,1,1,2010,4,
551,56.55172413793103,50.0,98.0,0.0,0.045372050816696916,0.0,0.0,0.0,0.0,0.558983666061706,0.5172413793103449,0.49183303085299457,7,1,1,1,1,1,1,1,2011,1,
579,52.94991364421416,47.0,97.0,0.0017271157167530224,0.03281519861830743,0.0,0.0,0.0,0.0,0.542314335060449,0.5025906735751295,0.4697754749568221,7,1,1,1,1,1,1,1,2011,2,
563,52.09591474245116,45.0,97.0,0.0,0.04085257548845471,0.0017761989342806395,0.0,0.0,0.0,0.5470692717584369,0.49733570159857904,0.46181172291296624,7,1,1,1,1,1,1,1,2011,3,
578,55.1401384083045,47.0,97.30000000000007,0.0,0.039792387543252594,0.0,0.0,0.0,0.0,0.5570934256055363,0.5190311418685121,0.4844290657439446,7,1,1,1,1,1,1,1,2011,4,
554,53.57761732851986,45.0,95.69999999999999,0.0018050541516245488,0.04693140794223827,0.0,0.0,0.0,0.0,0.51985559566787,0.4675090252707581,0.4729241877256318,7,1,1,1,1,1,1,1,2012,1,
531,54.40112994350282,47.0,98.0,0.0,0.03954802259887006,0.0,0.0,0.0,0.0018832391713747645,0.5009416195856874,0.512241054613936,0.4406779661016949,7,1,1,1,1,1,1,1,2012,2,
565,52.16991150442478,46.0,96.60000000000002,0.0035398230088495575,0.04424778761061947,0.0,0.0,0.0,0.0,0.4654867256637168,0.44424778761061945,0.4194690265486726,7,1,1,1,1,1,1,1,2012,3,
613,51.71288743882545,47.0,90.0,0.0,0.024469820554649267,0.0,0.0,0.0,0.0,0.5024469820554649,0.4453507340946166,0.41435562805872755,7,1,1,1,1,1,1,1,2012,4,
562,50.65658362989324,44.0,93.0,0.0035587188612099642,0.03558718861209965,0.0035587188612099642,0.0,0.0,0.0,0.4483985765124555,0.48398576512455516,0.41637010676156583,7,1,1,1,1,1,1,1,2013,1,
591,52.59052453468697,47.0,93.0,0.001692047377326565,0.032148900169204735,0.0,0.0,0.0,0.0,0.4720812182741117,0.4602368866328257,0.4196277495769882,7,1,1,1,1,1,1,1,2013,2,
596,52.79530201342282,47.0,90.0,0.0,0.031879194630872486,0.0016778523489932886,0.0,0.0,0.0,0.47818791946308725,0.47651006711409394,0.4211409395973154,7,1,1,1,1,1,1,1,2013,3,
662,52.389728096676734,45.0,94.89999999999998,0.0,0.03323262839879154,0.0,0.0,0.0,0.0,0.472809667673716,0.4743202416918429,0.3867069486404834,7,1,1,1,1,1,1,1,2013,4,
631,50.55309033280507,46.0,90.0,0.0,0.02377179080824089,0.0,0.0,0.0,0.0,0.42630744849445323,0.45166402535657685,0.3898573692551506,7,1,1,1,1,1,1,1,2014,1,
600,52.37166666666667,45.0,95.0,0.0,0.03166666666666667,0.0,0.0,0.0,0.0,0.46,0.5216666666666666,0.41833333333333333,7,1,1,1,1,1,1,1,2014,2,
626,54.698083067092654,48.0,96.0,0.0,0.04472843450479233,0.0,0.0,0.0,0.0,0.476038338658147,0.5463258785942492,0.43769968051118213,7,1,1,1,1,1,1,1,2014,3,
651,55.187403993855604,51.0,97.0,0.0030721966205837174,0.03840245775729647,0.0,0.0,0.0,0.0,0.4946236559139785,0.5053763440860215,0.4270353302611367,7,1,1,1,1,1,1,1,2014,4,
652,54.54447852760736,47.0,96.0,0.0,0.04294478527607362,0.0015337423312883436,0.0,0.0,0.0,0.4677914110429448,0.5138036809815951,0.4171779141104294,7,1,1,1,1,1,1,1,2015,1,
623,55.21829855537721,47.0,98.80000000000007,0.0,0.0593900481540931,0.004815409309791332,0.0,0.0,0.0,0.4943820224719101,0.5120385232744783,0.42696629213483145,7,1,1,1,1,1,1,1,2015,2,
642,53.808411214953274,47.0,94.0,0.0,0.04361370716510903,0.003115264797507788,0.0,0.0,0.0,0.4236760124610592,0.5311526479750779,0.37227414330218067,7,1,1,1,1,1,1,1,2015,3,
720,55.736111111111114,48.0,102.0,0.0,0.058333333333333334,0.001388888888888889,0.0,0.0,0.0,0.4486111111111111,0.4847222222222222,0.3638888888888889,7,1,1,1,1,1,1,1,2015,4,HIGH_N
619,54.17124394184168,49.0,94.0,0.0,0.03877221324717286,0.0032310177705977385,0.0,0.0,0.0,0.45395799676898224,0.555735056542811,0.39418416801292405,7,1,1,1,1,1,1,1,2016,1,
620,56.11290322580645,49.0,103.0,0.008064516129032258,0.04838709677419355,0.0032258064516129032,0.0,0.0,0.0,0.4532258064516129,0.482258064516129,0.3903225806451613,7,1,1,1,1,1,1,1,2016,2,
583,58.945111492281306,52.0,108.80000000000007,0.005145797598627788,0.07032590051457976,0.003430531732418525,0.0,0.0,0.0,0.44082332761578047,0.5214408233276158,0.3979416809605489,7,1,1,1,1,1,1,1,2016,3,
656,55.96951219512195,49.0,101.0,0.0,0.04420731707317073,0.003048780487804878,0.0,0.0,0.0,0.4725609756097561,0.5076219512195121,0.40853658536585363,7,1,1,1,1,1,1,1,2016,4,
582,56.329896907216494,50.0,100.0,0.0,0.04982817869415808,0.003436426116838488,0.0,0.0,0.0,0.47594501718213056,0.4948453608247423,0.4209621993127148,7,1,1,1,1,1,1,1,2017,1,
614,56.09609120521173,49.0,104.0,0.0016286644951140066,0.05374592833876222,0.003257328990228013,0.0,0.0,0.0,0.4218241042345277,0.4592833876221498,0.38762214983713356,7,1,1,1,1,1,1,1,2017,2,
679,55.845360824742265,49.0,102.0,0.0,0.047128129602356406,0.0029455081001472753,0.0,0.0,0.0,0.42415316642120765,0.43593519882179677,0.3946980854197349,7,1,1,1,1,1,1,1,2017,3,
703,53.83641536273115,47.0,97.80000000000007,0.007112375533428165,0.04551920341394026,0.002844950213371266,0.0,0.0,0.001422475106685633,0.4295874822190612,0.4665718349928876,0.38975817923186346,7,1,1,1,1,1,1,1,2017,4,HIGH_N
606,53.76732673267327,48.0,96.0,0.0033003300330033004,0.039603960396039604,0.0033003300330033004,0.0,0.0,0.0,0.4570957095709571,0.47029702970297027,0.3910891089108911,7,1,1,1,1,1,1,1,2018,1,
617,55.246353322528364,48.0,97.39999999999998,0.0032414910858995136,0.055105348460291734,0.0032414910858995136,0.0,0.0,0.0,0.4651539708265802,0.473257698541329,0.42301458670988656,7,1,1,1,1,1,1,1,2018,2,
630,53.73968253968254,48.0,97.0,0.004761904761904762,0.049206349206349205,0.0,0.0,0.0,0.0,0.44761904761904764,0.5047619047619047,0.4142857142857143,7,1,1,1,1,1,1,1,2018,3,
684,53.19444444444444,49.0,96.70000000000005,0.0029239766081871343,0.03508771929824561,0.0,0.0,0.0,0.0,0.4619883040935672,0.49853801169590645,0.4137426900584795,7,1,1,1,1,1,1,1,2018,4,
657,52.307458143074584,46.0,94.0,0.0030441400304414,0.0426179604261796,0.0,0.0,0.0,0.0,0.4474885844748858,0.5144596651445966,0.4033485540334855,7,1,1,1,1,1,1,1,2019,1,
633,53.10900473933649,46.0,102.0,0.00315955766192733,0.04739336492890995,0.0,0.0,0.0,0.001579778830963665,0.48183254344391785,0.5023696682464455,0.43285939968404424,7,1,1,1,1,1,1,1,2019,2,
548,50.22810218978102,44.0,90.30000000000001,0.0036496350364963502,0.03467153284671533,0.0,0.0,0.0,0.0,0.4562043795620438,0.5127737226277372,0.39416058394160586,7,1,1,1,1,1,1,1,2019,3,
580,48.891379310344824,41.0,86.10000000000002,0.0034482758620689655,0.03793103448275862,0.0,0.0,0.0,0.0,0.45,0.49482758620689654,0.3724137931034483,7,1,1,1,1,1,1,1,2019,4,
568,49.53169014084507,42.5,90.0,0.008802816901408451,0.040492957746478875,0.0017605633802816902,0.0,0.0,0.0,0.4894366197183099,0.5105633802816901,0.41725352112676056,7,1,1,1,1,1,1,1,2020,1,
548,51.43613138686131,45.0,93.30000000000001,0.0036496350364963502,0.03832116788321168,0.0,0.0,0.0,0.0,0.4489051094890511,0.5036496350364964,0.3795620437956204,7,1,1,1,1,1,1,1,2020,2,
578,51.7560553633218,44.0,93.30000000000007,0.012110726643598616,0.04498269896193772,0.0,0.0,0.0,0.0,0.4290657439446367,0.4740484429065744,0.36678200692041524,7,1,1,1,1,1,1,1,2020,3,
621,53.309178743961354,47.0,96.0,0.00322061191626409,0.03542673107890499,0.0,0.0,0.0,0.0,0.4895330112721417,0.4363929146537842,0.38486312399355876,7,1,1,1,1,1,1,1,2020,4,
518,52.13899613899614,47.0,97.0,0.003861003861003861,0.03861003861003861,0.0,0.0,0.0,0.0,0.44787644787644787,0.5,0.3783783783783784,7,1,1,1,1,1,1,1,2021,1,
548,54.46167883211679,48.0,97.30000000000001,0.0018248175182481751,0.040145985401459854,0.0,0.0,0.0,0.0,0.4562043795620438,0.531021897810219,0.3759124087591241,7,1,1,1,1,1,1,1,2021,2,
544,54.220588235294116,46.0,96.0,0.001838235294117647,0.06801470588235294,0.0,0.0,0.0,0.003676470588235294,0.49816176470588236,0.45036764705882354,0.4227941176470588,7,1,1,1,1,1,1,1,2021,3,
634,54.62145110410095,49.0,101.0,0.007886435331230283,0.04889589905362776,0.0015772870662460567,0.0,0.0,0.0,0.4810725552050473,0.4842271293375394,0.3990536277602524,7,1,1,1,1,1,1,1,2021,4,
539,54.30426716141002,49.0,92.0,0.0037105751391465678,0.04452690166975881,0.0,0.0,0.0,0.0,0.45454545454545453,0.4712430426716141,0.38589981447124305,7,1,1,1,1,1,1,1,2022,1,
539,57.17996289424861,52.0,104.0,0.0074211502782931356,0.06493506493506493,0.0037105751391465678,0.0,0.0,0.0,0.5157699443413729,0.562152133580705,0.45083487940630795,7,1,1,1,1,1,1,1,2022,2,
537,55.221601489757916,49.0,99.0,0.0,0.055865921787709494,0.0,0.0,0.0,0.0,0.4748603351955307,0.5325884543761639,0.4134078212290503,7,1,1,1,1,1,1,1,2022,3,
615,54.28780487804878,48.0,96.60000000000002,0.0,0.05203252032520325,0.0,0.0,0.0,0.0,0.48292682926829267,0.44227642276422763,0.3886178861788618,7,1,1,1,1,1,1,1,2022,4,
567,48.973544973544975,45.0,84.40000000000003,0.001763668430335097,0.026455026455026454,0.0,0.0,0.0,0.0,0.455026455026455,0.47971781305114636,0.3844797178130511,7,1,1,1,1,1,1,1,2023,1,
558,48.74014336917563,44.5,84.30000000000001,0.0017921146953405018,0.03046594982078853,0.0,0.0,0.0,0.0,0.489247311827957,0.514336917562724,0.4336917562724014,7,1,1,1,1,1,1,1,2023,2,
530,50.38867924528302,43.0,92.0,0.0018867924528301887,0.035849056603773584,0.0,0.0,0.0,0.0,0.47358490566037736,0.5339622641509434,0.4188679245283019,7,1,1,1,1,1,1,1,2023,3,
638,49.31818181818182,44.0,89.0,0.0,0.029780564263322883,0.0,0.0,0.0,0.0,0.4717868338557994,0.5219435736677116,0.3777429467084639,7,1,1,1,1,1,1,1,2023,4,
583,46.03259005145797,41.0,83.80000000000007,0.0,0.0274442538593482,0.0017152658662092624,0.0,0.0,0.0,0.4305317324185249,0.4734133790737564,0.38250428816466553,7,1,1,1,1,1,1,1,2024,1,
629,47.99523052464229,43.0,86.20000000000005,0.001589825119236884,0.028616852146263912,0.001589825119236884,0.0,0.0,0.0,0.43402225755166934,0.534181240063593,0.3624801271860095,7,1,1,1,1,1,1,1,2024,2,
604,48.59271523178808,44.0,88.70000000000005,0.0016556291390728477,0.03145695364238411,0.0,0.0,0.0,0.0,0.4519867549668874,0.4735099337748344,0.3956953642384106,7,1,1,1,1,1,1,1,2024,3,
585,52.48205128205128,47.0,97.0,0.0,0.042735042735042736,0.0,0.0,0.0,0.0,0.505982905982906,0.5128205128205128,0.42905982905982903,7,1,1,1,1,1,1,1,2024,4,
