date,usdcny_mid,usdcny_chg,fx_ret,shibor_1w,ib_7d,short_rate,short_rate_chg,ib_minus_shibor
2015-05-05,6.118,0.0015000000000000568,0.00024520822387770843,2.368,2.4614,2.368,-0.02200000000000024,0.09339999999999993
2015-05-06,6.1156,-0.002400000000000624,-0.00039236202439025023,2.369,2.4613,2.369,0.001000000000000334,0.09229999999999983
2015-05-07,6.1113,-0.0042999999999997485,-0.0007033671948370445,2.355,2.448,2.355,-0.014000000000000234,0.09299999999999997
2015-05-08,6.1147,0.0034000000000000696,0.000556191736896639,2.334,2.4292,2.334,-0.020999999999999908,0.09519999999999973
2015-05-11,6.1132,-0.0015000000000000568,-0.00024534057483689085,2.245,2.408,2.245,-0.08899999999999997,0.1629999999999998
2015-05-12,6.1155,0.0022999999999999687,0.0003761642737363843,2.197,2.366,2.197,-0.04800000000000004,0.16900000000000004
2015-05-13,6.1123,-0.0031999999999996476,-0.0005233975159965721,2.149,2.3071,2.149,-0.04800000000000004,0.15810000000000013
2015-05-14,6.1093,-0.0030000000000001137,-0.0004909340937773089,2.056,2.2393,2.056,-0.09299999999999997,0.18330000000000002
2015-05-15,6.1085,-0.0007999999999999119,-0.00013095647352929986,1.962,2.1595,1.962,-0.09400000000000008,0.1975
2015-05-18,6.1079,-0.000600000000000378,-9.822861079904652e-05,1.92,2.0802,1.92,-0.04200000000000004,0.16020000000000012
2015-05-19,6.1098,0.0019000000000000128,0.00031102417235926143,1.925,2.0262,1.925,0.0050000000000001155,0.10119999999999973
2015-05-20,6.1125,0.0026999999999999247,0.0004418153774526915,1.932,1.9908,1.932,0.006999999999999895,0.05879999999999996
2015-05-21,6.1139,0.00140000000000029,0.00022901262941169297,1.944,1.9781,1.944,0.01200000000000001,0.03410000000000002
2015-05-22,6.1131,-0.0007999999999999119,-0.00013085793753849973,1.966,1.9835,1.966,0.02200000000000002,0.01750000000000007
2015-05-25,6.1165,0.0034000000000000696,0.000556028011970466,1.968,1.9901,1.968,0.0020000000000000018,0.02210000000000001
2015-05-26,6.1172,0.000700000000000145,0.00011443798699720589,1.9688,1.9946,1.9688,0.0008000000000001339,0.025799999999999823
2015-05-27,6.1198,0.0025999999999992696,0.0004249407598470856,1.967,1.9942,1.967,-0.0018000000000000238,0.02719999999999989
2015-05-28,6.1202,0.00039999999999995595,6.535947714737545e-05,1.952,1.9834,1.952,-0.015000000000000124,0.031400000000000095
2015-05-29,6.1196,-0.0005999999999994898,-9.804081773886691e-05,1.972,1.9814,1.972,0.020000000000000018,0.009400000000000075
2015-06-01,6.1207,0.001100000000000101,0.00017973415732650157,1.963,1.9836,1.963,-0.008999999999999897,0.02059999999999995
2015-06-02,6.1225,0.0017999999999993577,0.00029404077577240543,1.977,1.989,1.977,0.014000000000000012,0.01200000000000001
2015-06-03,6.1176,-0.004899999999999238,-0.000800647096307322,2.057,2.0412,2.057,0.07999999999999985,-0.015800000000000036
2015-06-04,6.1164,-0.001200000000000756,-0.0001961745960192049,2.122,2.107,2.122,0.06499999999999995,-0.01499999999999968
2015-06-05,6.1181,0.001700000000000479,0.0002779026541242351,2.07,2.1544,2.07,-0.052000000000000046,0.08440000000000003
2015-06-08,6.1205,0.0023999999999997357,0.00039220172744653927,2.043,2.1515,2.043,-0.02699999999999969,0.10849999999999982
2015-06-09,6.1179,-0.0026000000000001577,-0.00042489214915608707,2.049,2.1503,2.049,0.005999999999999783,0.10130000000000017
2015-06-10,6.1173,-0.0005999999999994898,-9.807767759908394e-05,2.052,2.1178,2.052,0.0030000000000001137,0.06579999999999986
2015-06-11,6.115,-0.0022999999999999687,-0.00037605356753921907,2.063,2.0809,2.063,0.01100000000000012,0.017900000000000027
2015-06-12,6.1167,0.0016999999999995907,0.00027796626976563034,2.085,2.0734,2.085,0.021999999999999797,-0.011600000000000055
2015-06-15,6.1169,0.00020000000000042206,3.26968349492921e-05,2.11,2.0864,2.11,0.02499999999999991,-0.023600000000000065
2015-06-16,6.1155,-0.00140000000000029,-0.0002289002985698654,2.143,2.1096,2.143,0.03299999999999992,-0.033399999999999874
2015-06-17,6.1158,0.000300000000000189,4.9054475004254295e-05,2.238,2.1745,2.238,0.0950000000000002,-0.06349999999999989
2015-06-18,6.1126,-0.0032000000000005357,-0.0005233718349163271,2.478,2.2623,2.478,0.2400000000000002,-0.2157
2015-06-19,6.1104,-0.0021999999999993136,-0.0003599770962540449,2.674,2.3738,2.674,0.19599999999999973,-0.3001999999999998
