指标名称,中间价:美元兑人民币,SHIBOR:1周,中国:银行间同业拆借加权利率:7天,中国:7天回购利率:加权平均:最近1周(B1W),中国:固定利率国债:发行利率:10年,中国:公开市场操作:货币净投放,中国:人民币存款准备金率(变动公告日期):大型存款类金融机构,中国:人民币存款准备金率:大型存款类金融机构:变动日期,中国:逆回购数量:7天,中国:正回购数量:14天
单位,,%,%,%,%,亿元,%,%,亿元,亿元
2014/1/23,6.1107,5.293,5.3384,5.4314,,1200,,,,
2014/1/24,6.1035,4.449,4.5618,5.5796,,0,,,,
2014/1/26,,4.717,4.8259,5.4112,,0,,,,
2014/1/27,6.1022,4.689,5.4034,5.1037,,0,,,,
2014/1/28,6.1053,4.9657,5.9695,5.0032,,750,,,,
2014/1/29,6.1073,5.108,5.8067,4.9987,,0,,,,
2014/1/30,6.105,4.983,5.2885,5.0255,,0,,,,
2014/2/7,6.1089,5.409,5.5018,5.0704,,0,,,,
2014/2/8,,5.25,5.2656,5.1903,,0,,,,
2014/2/10,6.1083,5.299,5.3453,5.2362,,0,,,,
2014/2/11,6.1069,5.201,5.2555,5.2648,,-3300,,,,
2014/2/12,6.1078,5.178,5.203,5.2382,,0,,,,
2014/2/13,6.11,5.021,5.0769,5.2661,,-1200,,,,
2014/2/14,6.107,4.436,4.6382,5.1774,,0,,,,
2014/2/17,6.1053,3.879,4.0074,4.9659,,0,,,,
2014/2/18,6.1073,3.743,3.964,4.6433,,-480,,,,480
2014/2/19,6.1103,3.762,3.8239,4.3481,,0,,,,
2014/2/20,6.1146,3.703,3.8439,4.0794,,-600,,,,600
2014/2/21,6.1176,3.595,3.5762,3.848,,0,,,,
2014/2/24,6.1189,3.339,3.4222,3.6507,,0,,,,
2014/2/25,6.1184,3.278,3.4108,3.5309,,-1000,,,,1000
2014/2/26,6.1192,3.072,3.1587,3.4189,,0,,,,
2014/2/27,6.1224,3.43,3.5106,3.2897,,-600,,,,600
2014/2/28,6.1214,3.529,3.6777,3.2704,,0,,,,
2014/3/3,6.119,2.821,3.1143,3.3172,,0,,,,
2014/3/4,6.1236,3.5135,3.5607,3.2034,,-370,,,,350
2014/3/5,6.1257,3.798,3.8552,3.2755,,0,,,,
2014/3/6,6.1249,2.486,2.6632,3.4249,,-330,,,,430
2014/3/7,6.1201,2.403,2.5981,3.1929,,0,,,,
2014/3/10,6.1312,2.358,2.4796,2.954,,0,,,,
2014/3/11,6.1327,2.258,2.3899,2.8149,,0,,,,
2014/3/12,6.1343,2.211,2.3435,2.5798,,0,,,,
2014/3/13,6.132,2.5,2.7774,2.3192,,-400,,,,
2014/3/14,6.1346,2.527,2.6795,2.3413,,0,,,,
2014/3/17,6.1321,2.671,2.7223,2.3882,,0,,,,
2014/3/18,6.1341,2.88,2.9567,2.4661,,-650,,,,
2014/3/19,6.1351,3.422,3.5293,2.5984,4.42,0,,,,
2014/3/20,6.146,3.474,3.5342,2.8602,,170,,,,
2014/3/21,6.1475,3.6,3.6173,3.0673,,0,,,,
2014/3/24,6.1452,3.578,3.686,3.2574,,0,,,,
2014/3/25,6.1426,3.6295,3.8498,3.4233,,-460,,,,
2014/3/26,6.144,3.868,4.0116,3.5537,,0,,,,
2014/3/27,6.1465,4.812,4.8833,3.6494,,-520,,,,320
2014/3/28,6.149,4.168,4.2992,3.9603,,0,,,,
2014/3/31,6.1521,4.184,4.3013,4.082,,0,,,,
2014/4/1,6.1503,4.205,4.2258,4.1805,,-220,,,,500
2014/4/2,6.1493,4.225,4.2544,4.2672,,0,,,,
2014/4/3,6.152,4.103,4.2708,4.3062,,-400,,,,500
2014/4/4,6.1557,2.997,3.175,4.1756,,0,,,,
2014/4/8,6.1527,3.591,3.643,3.8857,,370,,,,470
2014/4/9,6.149,3.67,3.7166,3.7725,,0,,,,
2014/4/10,6.151,3.708,3.7766,3.6858,,180,,,,700
2014/4/11,6.1495,3.701,3.7989,3.6162,,0,,,,
2014/4/14,6.1531,3.57,3.634,3.5753,,0,,,,
2014/4/15,6.1571,3.444,3.5459,3.6454,,-220,,,,790
2014/4/16,6.1589,2.726,2.7909,3.595,4.3184,0,,,,
2014/4/17,6.1575,2.721,2.9698,3.3732,,-190,,,,
2014/4/18,6.1586,2.761,2.8968,3.1706,,0,,,,
2014/4/21,6.1591,2.713,2.8909,2.9963,,0,,,,
2014/4/22,6.161,3.029,3.2517,2.8486,,-70,,,,
2014/4/23,6.1599,3.08,3.1634,2.8194,,0,,,,
2014/4/24,6.1589,3.521,3.627,2.9013,,50,,,,
2014/4/25,6.1576,3.503,3.5404,3.0779,,0,,,,
2014/4/28,6.1565,4.025,4.1265,3.2244,,0,,,,
2014/4/29,6.1556,4.0738,4.2278,3.4938,,510,,,,
2014/4/30,6.158,4.134,3.9747,3.7058,,0,,,,
2014/5/4,,3.683,3.6955,3.8868,,400,,,,
2014/5/5,6.156,3.14,3.2037,3.8777,,0,,,,
2014/5/6,6.1565,3.092,3.1729,3.7522,,-440,,,,
2014/5/7,6.1542,3.1125,3.1924,3.5569,,0,,,,
2014/5/8,6.1557,3.204,3.2673,3.367,,-160,,,,
2014/5/9,6.1581,3.194,3.254,3.2217,,0,,,,
2014/5/12,6.1625,3.18,3.3213,3.1501,,0,,,,
2014/5/13,6.1636,3.181,3.3061,3.1536,,360,,,,
2014/5/14,6.1653,3.236,3.2942,3.1668,,0,,,,
2014/5/15,6.164,3.1355,3.1816,3.1864,,80,,,,
2014/5/16,6.1628,3.129,3.1711,3.1695,,0,,,,
2014/5/19,6.1636,3.1,3.1918,3.1526,,0,,,,
2014/5/20,6.1626,3.361,3.4845,3.1369,,650,,,,
2014/5/21,6.1645,3.353,3.4183,3.1864,4.1348,0,,,,
2014/5/22,6.1658,3.419,3.4877,3.2315,,550,,,,
2014/5/23,6.1681,3.405,3.6242,3.2924,,0,,,,
2014/5/26,6.1699,3.195,3.365,3.3412,,0,,,,
2014/5/27,6.1687,3.247,3.2656,3.3433,,300,,,,
2014/5/28,6.1694,3.2,3.244,3.3069,,0,,,,
2014/5/29,6.1705,3.215,3.2924,3.2714,,-100,,,,
2014/5/30,6.1695,3.23,3.3765,3.2434,,0,,,,
2014/6/3,6.171,3.18,3.2796,3.2231,,530,,,,
2014/6/4,6.1693,3.152,3.1986,3.2193,,0,,,,
2014/6/5,6.1708,3.07,3.1826,3.205,,200,,,,
2014/6/6,6.1623,3.15,3.2736,3.1715,,0,,,,
2014/6/9,6.1485,3.13,3.1859,3.1582,,0,,,,
2014/6/10,6.1451,3.13,3.2675,3.1403,,570,,,,
2014/6/11,6.1506,3.15,3.2622,3.1308,,0,,,,
2014/6/12,6.1516,3.154,3.2389,3.1327,,470,,,,
2014/6/13,6.1503,3.04,3.1026,3.1495,,0,,,,
2014/6/16,6.1537,3.006,3.2017,3.1234,,0,,,,
2014/6/17,6.1529,3.031,3.243,3.0966,,50,,,,
2014/6/18,6.1559,3.074,3.3237,3.0869,4,0,,,,
2014/6/19,6.1531,3.093,3.5033,3.0792,,100,,,,
2014/6/20,6.1524,3.402,3.6115,3.0902,,0,,,,
2014/6/23,6.1557,3.448,3.6195,3.1937,,0,,,,
2014/6/24,6.1545,3.483,3.7622,3.2865,,20,,,,
2014/6/25,6.1555,3.464,3.9929,3.3728,,0,,,,
2014/6/26,6.1538,3.552,3.7586,3.4678,,100,,,,
2014/6/27,6.1543,3.781,3.9165,3.5548,,0,,,,
2014/6/30,6.1528,3.867,3.9914,3.6375,,0,,,,
2014/7/1,6.1523,4.421,4.4717,3.7505,,250,,,,
2014/7/2,6.1549,3.927,4.1051,3.9558,,0,,,,
2014/7/3,6.1581,3.393,3.5185,3.9978,,300,,,,
2014/7/4,6.1642,3.42,3.4964,3.9073,,0,,,,
2014/7/7,6.1658,3.421,3.5733,3.797,,0,,,,
2014/7/8,6.1626,3.52,3.663,3.6876,,200,,,,
2014/7/9,6.1565,3.736,3.8867,3.5444,,0,,,,
2014/7/10,6.1443,3.711,3.8922,3.545,,300,,,,
2014/7/11,6.1469,3.723,3.8043,3.6213,,0,,,,
2014/7/14,6.1485,3.7035,3.8981,3.6856,,0,,,,
2014/7/15,6.149,3.646,3.757,3.7391,,150,,,,
2014/7/16,6.1535,3.65,3.711,3.757,4.1832,0,,,,
2014/7/17,6.1564,3.641,3.8658,3.7423,,20,,,,
2014/7/18,6.1568,3.651,3.8465,3.7281,,0,,,,
2014/7/21,6.1547,3.694,4.1097,3.7291,,0,,,,
2014/7/22,6.1544,3.848,4.1924,3.751,,180,,,,
2014/7/23,6.1572,4.202,4.5385,3.8191,,0,,,,
2014/7/24,6.1579,4.101,4.3794,3.9539,,0,,,,
2014/7/25,6.1597,4.081,4.2651,4.0394,,0,,,,
2014/7/28,6.1622,4.013,4.1967,4.0999,,0,,,,
2014/7/29,6.1615,3.907,4.0024,4.1207,,50,,,,
2014/7/30,6.1645,3.914,3.9908,4.1051,,0,,,,
2014/7/31,6.1675,3.98,4.0639,4.0425,,-160,,,,260
2014/8/1,6.1681,3.907,3.9865,4.0203,,0,,,,
2014/8/4,6.1661,3.842,3.9541,3.9763,,0,,,,
2014/8/5,6.1655,3.738,3.7911,3.9274,,-100,,,,300
2014/8/6,6.1681,3.559,3.5967,3.8542,,0,,,,
2014/8/7,6.167,3.511,3.6634,3.7665,,-100,,,,200
2014/8/8,6.1562,3.457,3.5592,3.6647,,0,,,,
2014/8/11,6.1522,3.42,3.5415,3.5842,,0,,,,
2014/8/12,6.1517,3.39,3.4216,3.5133,,0,,,,200
2014/8/13,6.1533,3.36,3.4625,3.461,,0,,,,
2014/8/14,6.1545,3.353,3.4566,3.4311,,140,,,,300
2014/8/15,6.1538,3.346,3.4423,3.4048,,0,,,,
2014/8/18,6.1528,3.276,3.4479,3.3922,,0,,,,
2014/8/19,6.1548,3.237,3.4316,3.3523,,10,,,,300
2014/8/20,6.158,3.246,3.4325,3.3315,4.2293,0,,,,
2014/8/21,6.1632,3.312,3.4975,3.3428,,100,,,,100
2014/8/22,6.1617,3.369,3.5958,3.3646,,0,,,,
2014/8/25,6.1653,3.363,3.7556,3.3673,,0,,,,
2014/8/26,6.1663,3.318,3.5937,3.3822,,250,,,,100
2014/8/27,6.1658,3.349,3.6181,3.3886,,0,,,,
2014/8/28,6.1638,3.538,3.8059,3.4326,,200,,,,100
2014/8/29,6.1647,3.672,3.8101,3.5003,,0,,,,
2014/9/1,6.168,3.584,3.6609,3.5579,,0,,,,
2014/9/2,6.1684,3.51,3.6642,3.5867,,120,,,,180
2014/9/3,6.1697,3.391,3.5195,3.5966,,0,,,,
2014/9/4,6.1666,3.275,3.4525,3.5475,,-50,,,,150
2014/9/5,6.1707,3.188,3.3657,3.4583,,0,,,,
2014/9/9,6.152,3.152,3.2962,3.3632,,-50,,,,150
2014/9/10,6.1425,3.161,3.2601,3.2848,,0,,,,
2014/9/11,6.1453,3.203,3.36,3.2408,,0,,,,100
2014/9/12,6.1468,3.235,3.3624,3.2282,,0,,,,
2014/9/15,6.1452,3.244,3.4139,3.2294,,0,,,,
2014/9/16,6.1462,3.25,3.494,3.2459,,30,,,,150
2014/9/17,6.145,3.287,3.4502,3.2788,4.13,0,,,,
2014/9/18,6.149,3.3,3.4377,3.3106,,50,,,,100
2014/9/19,6.1455,3.3,3.5341,3.3315,,0,,,,
2014/9/22,6.1485,3.198,3.4301,3.3424,,0,,,,
2014/9/23,6.147,3.111,3.276,3.3236,,-30,,,,180
2014/9/24,6.1462,3.142,3.7463,3.2781,,0,,,,
2014/9/25,6.1497,3.255,3.4596,3.2773,,-80,,,,180
2014/9/26,6.1508,3.301,3.4713,3.2971,,0,,,,
2014/9/28,,3.073,3.1991,3.2926,,0,,,,
2014/9/29,6.1539,2.905,3.1872,3.2373,,0,,,,
2014/9/30,6.1525,2.874,2.8083,3.1688,,-50,,,,200
2014/10/8,6.1493,2.903,3.1554,3.0825,,280,,,,
2014/10/9,6.1461,2.986,3.1036,3.011,,-20,,,,200
2014/10/10,6.147,2.99,3.0784,2.9676,,0,,,,
2014/10/11,,2.999,3.1478,2.9845,,0,,,,
2014/10/13,6.1446,3.004,3.2868,3.0027,,0,,,,
2014/10/14,6.1408,3.005,3.2074,3.0294,,200,,,,200
2014/10/15,6.1455,2.98,3.2431,3.0456,3.7773,0,,,,
2014/10/16,6.1395,2.969,3.1396,3.0538,,-200,,,,200
2014/10/17,6.1407,2.95,3.1144,3.0449,,0,,,,
2014/10/20,6.1435,2.936,3.1295,3.0395,,0,,,,
2014/10/21,6.141,2.921,3.2548,3.0206,,0,,,,200
2014/10/22,6.1437,2.932,3.1377,2.9959,,0,,,,
2014/10/23,6.1459,2.945,3.1437,2.9836,,0,,,,200
2014/10/24,6.1467,3.025,3.2406,2.9957,,0,,,,
2014/10/27,6.1446,3.0522,3.1614,3.0121,,0,,,,
2014/10/28,6.1421,3.059,3.2042,3.0366,,0,,,,200
2014/10/29,6.1405,3.14,3.379,3.0785,,0,,,,
2014/10/30,6.1457,3.1915,3.2563,3.1302,,0,,,,200
2014/10/31,6.1461,3.2,3.2849,3.1767,,0,,,,
2014/11/3,6.1525,3.186,3.3712,3.2113,,0,,,,
2014/11/4,6.1543,3.198,3.2803,3.2407,,0,,,,200
2014/11/5,6.1503,3.171,3.2937,3.2489,,0,,,,
2014/11/6,6.1565,3.118,3.2455,3.2313,,0,,,,200
2014/11/7,6.1602,3.101,3.2586,3.2047,,0,,,,
2014/11/10,6.1377,3.099,3.4938,3.1914,,0,,,,
2014/11/11,6.1413,3.074,3.1371,3.1703,,0,,,,200
2014/11/12,6.1428,3.0693,3.3378,3.1508,,0,,,,
2014/11/13,6.1418,3.073,3.1434,3.1431,,0,,,,200
2014/11/14,6.1399,3.078,3.0712,3.1411,,0,,,,
2014/11/17,6.1409,3.079,3.2234,3.1307,,0,,,,
2014/11/18,6.143,3.07,3.4235,3.121,,0,,,,200
2014/11/19,6.1397,3.074,3.3325,3.1135,3.578,0,,,,
2014/11/20,6.1417,3.117,3.4836,3.1338,,100,,,,100
2014/11/21,6.1387,3.218,3.699,3.1687,,0,,,,
2014/11/24,6.142,3.223,3.816,3.2938,,0,,,,
2014/11/25,6.139,3.276,3.4719,3.3729,,150,,,,50
2014/11/26,6.1354,3.274,3.4185,3.4104,,0,,,,
2014/11/27,6.132,3.29,3.4697,3.4178,,200,,,,
2014/11/28,6.1345,3.322,3.5418,3.4322,,0,,,,
2014/12/1,6.1369,3.354,3.6421,3.4116,,0,,,,
2014/12/2,6.1325,3.389,3.6203,3.3949,,200,,,,
2014/12/3,6.1376,3.413,3.5231,3.4071,,0,,,,
2014/12/4,6.1411,3.402,3.601,3.4308,,100,,,,
2014/12/5,6.1373,3.39,3.4537,3.4427,,0,,,,
2014/12/8,6.1282,3.42,3.6393,3.432,,0,,,,
2014/12/9,6.1231,3.43,3.9178,3.4487,,50,,,,
2014/12/10,6.1195,3.456,3.911,3.4825,,0,,,,
2014/12/11,6.1153,3.506,4.0039,3.5266,,0,,,,
2014/12/12,6.1184,3.587,3.9348,3.6051,,0,,,,
2014/12/15,6.1152,3.605,3.7482,3.6661,,0,,,,
2014/12/16,6.1182,3.636,4.1006,3.6975,,0,,,,
2014/12/17,6.1137,3.692,4.811,3.6951,3.77,0,,,,
2014/12/18,6.1195,4.025,5.6535,3.7843,,0,,,,
2014/12/19,6.1205,5.367,6.1414,4.2243,,0,,,,
2014/12/22,6.122,5.782,6.2606,4.746,,0,,,,
2014/12/23,6.123,5.653,5.7551,5.3022,,0,,,,
2014/12/24,6.1247,5.185,5.2477,5.6089,,0,,,,
2014/12/25,6.1213,5.005,5.097,5.7047,,0,,,,
2014/12/26,6.1186,4.815,4.8701,5.5241,,0,,,,
2014/12/29,6.1205,4.714,4.968,5.2502,,0,,,,
2014/12/30,6.1224,4.639,4.8318,4.9432,,0,,,,
2014/12/31,6.119,4.639,4.8928,4.8057,,0,,,,
2015/1/4,,4.883,4.8276,4.834,,0,,,,
2015/1/5,6.1248,4.725,4.725,4.8253,,0,,,,
2015/1/6,6.1256,4.241,4.3117,4.7362,,0,,,,
2015/1/7,6.1269,3.873,3.9453,4.5665,,0,,,,
2015/1/8,6.1302,3.745,3.9529,4.3682,,0,,,,
2015/1/9,6.1296,3.738,4.1546,4.1122,,0,,,,
2015/1/12,6.1233,3.762,4.0502,3.9263,,0,,,,
2015/1/13,6.1195,3.73,3.9627,3.8363,,0,,,,
2015/1/14,6.1205,3.837,3.9714,3.817,,0,,,,
2015/1/15,6.1193,3.843,4.0048,3.8201,,0,,,,
2015/1/16,6.1188,3.848,3.9988,3.8425,,0,,,,
2015/1/19,6.123,3.831,3.9869,3.8608,,0,,,,
2015/1/20,6.1226,3.782,3.7722,3.8391,,0,,,,
2015/1/21,6.1268,3.823,4.5098,3.8434,,0,,,,
2015/1/22,6.1247,3.875,4.1605,3.9123,,500,,,500,
2015/1/23,6.1342,4.028,4.1528,3.9853,,0,,,,
2015/1/26,6.1384,3.92,4.0034,3.9898,,0,,,,
2015/1/27,6.1364,3.89,3.9416,4.0074,,600,,,300,
2015/1/28,6.1282,3.898,4.2093,4.0041,3.4205,0,,,,
2015/1/29,6.1335,3.929,4.3646,3.9804,,-50,,,,
2015/1/30,6.137,4.026,4.2511,3.9954,,0,,,,
2015/2/2,6.1385,4.257,4.6157,4.0877,,0,,,,
2015/2/3,6.1369,4.3933,4.3829,4.215,,600,,,350,
2015/2/4,6.1318,4.427,4.5914,4.3482,,0,19.5,,,
2015/2/5,6.1366,4.412,4.6282,4.461,,300,,19.5,,
2015/2/6,6.1261,4.359,4.5547,4.5017,,0,,,,
2015/2/9,6.1311,4.335,4.5988,4.5026,,0,,,,
2015/2/10,6.1295,4.321,4.7089,4.4771,,450,,,,
2015/2/11,6.1315,4.42,4.5512,4.4455,,0,,,,
2015/2/12,6.1333,4.602,4.8656,4.4521,,1600,,,,
2015/2/13,6.1288,4.663,4.8305,4.503,,0,,,,
2015/2/15,,4.72,4.8479,4.5695,,0,,,,
2015/2/16,6.1273,4.7,4.9941,4.6292,,0,,,,
2015/2/17,6.133,4.749,4.7633,4.7303,,0,,,,
2015/2/25,6.1384,4.768,4.8725,4.7781,,-550,,,,
2015/2/26,6.1379,4.717,5.0842,4.7939,,-870,,,,
2015/2/27,6.1475,4.715,5.1648,4.7904,,0,,,,
2015/2/28,,4.772,4.8713,4.8415,,0,,,,
2015/3/2,6.1513,4.748,4.9665,4.83,,0,,,,
2015/3/3,6.1543,4.747,4.9688,4.8273,,-750,,,350,
2015/3/4,6.1525,4.717,4.9152,4.832,3.3897,0,,,,
2015/3/5,6.1528,4.729,4.9003,4.8254,,-700,,,400,
2015/3/6,6.1533,4.739,5.155,4.798,,0,,,,
2015/3/9,6.1563,4.773,5.2036,4.8039,,0,,,,
2015/3/10,6.1572,4.763,5.0676,4.8128,,0,,,350,
2015/3/11,6.1597,4.773,5.1695,4.8149,,0,,,,
2015/3/12,6.1617,4.7511,5.0132,4.8115,,-530,,,250,
2015/3/13,6.1588,4.738,5.1758,4.8039,,0,,,,
2015/3/16,6.1615,4.708,4.9759,4.7778,,0,,,,
2015/3/17,6.1585,4.62,4.8432,4.7389,,-150,,,200,
2015/3/18,6.1556,4.602,4.9261,4.703,,0,,,,
2015/3/19,6.146,4.496,4.6386,4.6684,,-100,,,150,
2015/3/20,6.1496,4.331,4.5343,4.5924,,0,,,,
2015/3/23,6.1448,4.143,4.4156,4.4846,,0,,,,
2015/3/24,6.1398,4.033,4.2291,4.359,,0,,,200,
2015/3/25,6.141,3.955,4.0999,4.2283,,0,,,,
2015/3/26,6.1375,3.897,4.0584,4.102,,100,,,250,
2015/3/27,6.1397,3.893,4.1284,4.0276,,0,,,,
2015/3/30,6.1402,3.919,4.0749,4.0123,,0,,,,
2015/3/31,6.1422,3.886,4.0282,4.0181,,50,,,250,
2015/4/1,6.1434,3.754,3.8461,4.0124,,0,,,,
2015/4/2,6.1396,3.635,3.7684,3.9688,,0,,,250,
2015/4/3,6.1348,3.506,3.7007,3.8792,,0,,,,
2015/4/7,6.1305,3.319,3.5111,3.7408,,-50,,,200,
2015/4/8,6.1345,3.163,3.4062,3.5767,3.64,0,,,,
2015/4/9,6.1338,3.073,3.4305,3.408,,-100,,,150,
2015/4/10,6.137,2.97,3.3567,3.2768,,0,,,,
2015/4/13,6.1395,2.949,3.5227,3.1683,,0,,,,
2015/4/14,6.1407,2.92,3.3329,3.0854,,-100,,,100,
2015/4/15,6.134,2.88,3.2136,3.0373,,0,,,,
2015/4/16,6.1305,2.884,3.1169,3.0146,,-50,,,100,
2015/4/17,6.1267,2.873,3.091,2.996,,0,,,,
2015/4/19,,,,,,,18.5,,,
2015/4/20,6.1255,2.732,3.2287,2.9732,,0,,18.5,,
2015/4/21,6.128,2.62,2.8718,2.9254,,-100,,,,
2015/4/22,6.129,2.567,2.9169,2.8456,,0,,,,
2015/4/23,6.1281,2.527,2.7282,2.755,,-100,,,,
2015/4/24,6.1241,2.488,2.7448,2.6695,,0,,,,
2015/4/27,6.122,2.451,2.6107,2.5855,,0,,,,
2015/4/28,6.1209,2.438,2.6049,2.5297,,0,,,,
2015/4/29,6.1169,2.439,2.6591,2.5028,,0,,,,
2015/4/30,6.1137,2.43,2.5448,2.4925,,0,,,,
2015/5/4,6.1165,2.39,2.7708,2.468,,0,,,,
2015/5/5,6.118,2.368,2.661,2.4614,,0,,,,
2015/5/6,6.1156,2.369,2.4845,2.4613,,0,,,,
2015/5/7,6.1113,2.355,2.4952,2.448,,0,,,,
2015/5/8,6.1147,2.334,2.5906,2.4292,,0,,,,
2015/5/11,6.1132,2.245,2.4641,2.408,,0,,,,
2015/5/12,6.1155,2.197,2.3725,2.366,,0,,,,
2015/5/13,6.1123,2.149,2.2961,2.3071,,0,,,,
2015/5/14,6.1093,2.056,2.2943,2.2393,,0,,,,
2015/5/15,6.1085,1.962,2.363,2.1595,,0,,,,
2015/5/18,6.1079,1.92,2.1653,2.0802,,0,,,,
2015/5/19,6.1098,1.925,2.1251,2.0262,,0,,,,
2015/5/20,6.1125,1.932,2.095,1.9908,,0,,,,
2015/5/21,6.1139,1.944,2.1553,1.9781,,0,,,,
2015/5/22,6.1131,1.966,2.1551,1.9835,,0,,,,
2015/5/25,6.1165,1.968,2.1768,1.9901,,0,,,,
2015/5/26,6.1172,1.9688,2.2336,1.9946,,0,,,,
2015/5/27,6.1198,1.967,2.3268,1.9942,,0,,,,
2015/5/28,6.1202,1.952,2.3316,1.9834,,0,,,,
2015/5/29,6.1196,1.972,2.1026,1.9814,,0,,,,
2015/6/1,6.1207,1.963,2.2551,1.9836,,0,,,,
2015/6/2,6.1225,1.977,2.2698,1.989,,0,,,,
2015/6/3,6.1176,2.057,2.3839,2.0412,,0,,,,
2015/6/4,6.1164,2.122,2.3233,2.107,,0,,,,
2015/6/5,6.1181,2.07,2.3123,2.1544,,0,,,,
2015/6/8,6.1205,2.043,2.2888,2.1515,,0,,,,
2015/6/9,6.1179,2.049,2.2267,2.1503,,0,,,,
2015/6/10,6.1173,2.052,2.1746,2.1178,,0,,,,
2015/6/11,6.115,2.063,2.3663,2.0809,,0,,,,
2015/6/12,6.1167,2.085,2.5132,2.0734,,0,,,,
2015/6/15,6.1169,2.11,2.2861,2.0864,,0,,,,
2015/6/16,6.1155,2.143,2.5047,2.1096,,0,,,,
2015/6/17,6.1158,2.238,2.8175,2.1745,,0,,,,
2015/6/18,6.1126,2.478,2.8059,2.2623,,0,,,,
2015/6/19,6.1104,2.674,3.1661,2.3738,,0,,,,
2015/6/23,6.1119,2.675,3.3512,2.5321,,0,,,,
2015/6/24,6.1142,2.808,2.9208,2.6602,,0,,,,
2015/6/25,6.1148,2.884,3.1364,2.8084,,350,,,350,
2015/6/26,6.1137,2.921,3.0961,2.9325,,0,,,,
2015/6/29,6.1168,2.84,2.9816,3.0416,,0,,,,
2015/6/30,6.1136,2.652,2.6757,3.02,,500,,,500,
2015/7/1,6.1149,2.602,2.8741,2.9939,,0,,,,
2015/7/2,6.1171,2.712,2.9834,2.9544,,0,,,350,
2015/7/3,6.116,2.802,2.9652,2.9181,,0,,,,
2015/7/6,6.1172,2.661,2.8012,2.8817,,0,,,,
2015/7/7,6.1166,2.61,2.7036,2.8206,,0,,,500,
2015/7/8,6.1175,2.589,2.7019,2.769,,0,,,,
2015/7/9,6.1151,2.578,3.2752,2.7044,,0,,,350,
2015/7/10,6.1153,2.575,2.6613,2.6427,,0,,,,
2015/7/13,6.1133,2.553,2.6477,2.5752,,0,,,,
2015/7/14,6.1165,2.556,2.7037,2.5652,,-300,,,200,
2015/7/15,6.1152,2.55,2.741,2.5567,3.51,0,,,,
2015/7/16,6.1173,2.481,2.5429,2.5325,,-150,,,200,
2015/7/17,6.1192,2.464,2.5328,2.5043,,0,,,,
2015/7/20,6.1197,2.449,2.4518,2.481,,0,,,,
2015/7/21,6.1199,2.458,2.5558,2.46,,150,,,350,
2015/7/22,6.1168,2.478,2.6363,2.4491,,0,,,,
2015/7/23,6.1172,2.54,2.649,2.4656,,150,,,350,
2015/7/24,6.1169,2.559,2.7945,2.4962,,0,,,,
2015/7/27,6.1176,2.559,2.5741,2.5138,,0,,,,
2015/7/28,6.1154,2.552,2.6637,2.5273,,150,,,500,
2015/7/29,6.115,2.514,2.6024,2.519,,0,,,,
2015/7/30,6.1165,2.502,2.5395,2.5035,,50,,,400,
2015/7/31,6.1172,2.509,2.6285,2.4867,,0,,,,
2015/8/3,6.1169,2.495,2.5357,2.4783,,0,,,,
2015/8/4,6.1177,2.483,2.6909,2.4669,,0,,,500,
2015/8/5,6.1186,2.471,2.4783,2.4581,3.45,0,,,,
2015/8/6,6.1181,2.449,2.4937,2.4449,,-50,,,350,
2015/8/7,6.1174,2.453,2.5039,2.4039,,0,,,,
2015/8/10,6.1162,2.455,2.4475,2.396,,0,,,,
2015/8/11,6.2298,2.463,2.5291,2.3872,,0,,,500,
2015/8/12,6.3306,2.472,2.5418,2.3831,,0,,,,
2015/8/13,6.401,2.481,2.5787,2.3967,,50,,,400,
2015/8/14,6.3975,2.495,2.5259,2.4322,,0,,,,
2015/8/17,6.3969,2.517,2.538,2.4508,,0,,,,
2015/8/18,6.3966,2.531,2.6085,2.4717,,700,,,1200,
2015/8/19,6.3963,2.546,2.6099,2.4939,,0,,,,
2015/8/20,6.3915,2.586,2.7174,2.5169,,800,,,1200,
2015/8/21,6.3864,2.599,2.7154,2.5465,,0,,,,
2015/8/24,6.3862,2.597,2.6492,2.5608,,0,,,,
2015/8/25,6.3987,2.593,2.761,2.5671,,300,18,,1500,
2015/8/26,6.4043,2.429,2.611,2.5828,,0,,,,
2015/8/27,6.4085,2.398,2.5145,2.5492,,300,,,1500,
2015/8/28,6.3986,2.392,2.4983,2.4959,,0,,,,
2015/8/31,6.3893,2.398,2.5159,2.4623,,0,,,,
2015/9/1,6.3752,2.41,2.4621,2.4575,,0,,,1500,
2015/9/2,6.3619,2.421,2.4624,2.4291,,0,,,,
2015/9/6,,2.41,2.54,2.4356,,-1500,,18,,
2015/9/7,6.3584,2.41,2.454,2.4307,,0,,,,
2015/9/8,6.3639,2.402,2.6035,2.4347,,0,,,1500,
2015/9/9,6.3632,2.398,2.4641,2.4266,3.32,0,,,,
2015/9/10,6.3772,2.4,2.5181,2.4204,,800,,,800,
2015/9/11,6.3719,2.403,2.5928,2.4219,,0,,,,
2015/9/14,6.3709,2.394,2.4681,2.4171,,0,,,,
2015/9/15,6.3665,2.392,2.4783,2.4052,,-1000,,,500,
2015/9/16,6.3712,2.391,2.4864,2.3957,,0,,,,
2015/9/17,6.367,2.391,2.5059,2.3992,,-400,,,400,
2015/9/18,6.3607,2.39,2.4809,2.39,,0,,,,
2015/9/21,6.3676,2.391,2.5031,2.3993,,0,,,,
