year,quarter,tone_all,tone_real,tone_guid,tone_macro,tone_policy,tone_risk,tone_p90_macro,tone_p90_policy,tone_p90_risk,tone_std_macro,tone_std_policy,tone_std_risk,n_macro,n_policy,n_risk,tone_all_z,tone_real_z,tone_guid_z,tone_policy_z,tone_macro_z,tone_risk_z,tone_p90_policy_z,tone_p90_macro_z,tone_p90_risk_z,tone_std_policy_z,tone_std_macro_z,tone_std_risk_z,tone_all_z_exp,tone_all_z_exp_avail,tone_real_z_exp,tone_real_z_exp_avail,tone_guid_z_exp,tone_guid_z_exp_avail,tone_policy_z_exp,tone_policy_z_exp_avail,tone_macro_z_exp,tone_macro_z_exp_avail,tone_risk_z_exp,tone_risk_z_exp_avail,report_date
2003,4,0.6255201679180555,0.6008372690107412,0.7256042511586726,0.6666082780835041,0.6111010755812458,0.11343468644365204,0.9999380009918241,0.9998893402080284,0.4834820270538341,0.45948286026085244,0.475612454632336,0.31006652742615176,320,24,25,0.6338062536046913,0.32259820693590846,0.7220979027495814,-0.6360753491015145,1.4538692270392954,-0.3789531168010481,-3.5998390034091705,0.8402895186683627,-0.05091650096171557,0.7178635910492591,-1.6568689612555572,-0.02247143832788876,1.2498005124383025,1,0.8493096477940978,1,1.3522755636771293,1,0.037256201832600644,1,1.6839290229857236,1,-0.20568961111674697,1,2004-02-26
2004,1,0.5626054045529666,0.5744965587763249,0.5059659594364444,0.6027063032907762,0.49646609663734004,0.13821601848501497,0.999933615160262,0.9998624435247621,0.5784110847976993,0.4786677488466751,0.48261650970099823,0.33218966445953324,330,91,17,-0.5667816322417084,-0.16028254292079672,-1.8786738333793191,-2.24409398909786,0.45282798097155164,-0.26087675857543674,-5.662200447854062,0.10223882862427991,0.16393369350223,1.004618976326528,0.028556862583815696,0.08559381967552575,-0.10891683129301989,1,0.30205483518982595,1,-1.2112631153502804,1,-0.9411592648551387,1,0.49497535137813686,1,-0.015150810759628415,1,2004-05-11
2004,2,0.5727799449379924,0.5427511909101205,0.709374155333069,0.6034415181824386,0.6977903075391753,0.1987395199333749,0.9999268578067131,0.9999233012742479,0.999770522597828,0.4721506409965638,0.44374678603962237,0.3992434344324436,386,28,41,-0.3726232300328037,-0.7422420612211362,0.5299147721719843,0.579940060501595,0.46434531566526815,0.02750138938516067,-0.995800695431042,-1.0348931790964615,1.1175843385432827,-0.5867595144007981,-0.5439823949775243,0.41313249293377297,0.10315891096038403,1,-0.3227764604614023,1,1.1017686391336743,1,0.8535311763495778,1,0.48365432987903256,1,0.4502098514817997,1,2004-08-09
2004,3,0.6283635870272678,0.6401951131660653,0.5552053170690366,0.6768932823653202,0.6185416976563367,0.0921760095989157,0.9999359850626206,0.9999240888981149,0.02023485302925113,0.4574544567524091,0.4664756107327724,0.2935007203778856,271,138,22,0.6880665631777333,1.0441104641731653,-1.2956228151263458,-0.5317035500211562,1.6149865248298003,-0.4802449738461766,-0.935407929528646,0.5010475941560283,-1.0993704495155965,0.34378897756423965,-1.8350677367659447,-0.10339071347428683,1.2825379668801256,1,1.6395455592820873,1,-0.6440394942800032,1,0.11339812556103611,1,1.6245903148452123,1,-0.4134671375909525,1,2004-11-16
2004,4,0.6278457314933471,0.6175184068371016,0.7074600161160395,0.6497578946269188,0.6153501597300574,0.31085350507027426,0.9999404326677904,0.9999323102660128,0.9999223754712148,0.46532450934269864,0.4743806272366196,0.47824094031040576,289,177,13,0.6781844457320099,0.6283986303250785,0.5072491470861628,-0.5764721932659354,1.1899035372963387,0.5616942668717141,-0.3050167394582045,1.249493588535682,1.1179280227655057,0.6674309293995545,-1.1436699310757865,0.7990129330109182,1.1639733102412957,1,1.0226860765011097,1,1.0639500576697758,1,0.08099192908848621,1,1.0345333571008788,1,1.3909515862654238,1,2005-02-28
2005,1,0.5739065500457247,0.5726598076887742,0.585291276305246,0.5578603329878578,0.6445322576398315,0.0005145519971847257,0.9999374942759459,0.9999411459604743,0.0009737193584442139,0.48711806833039595,0.4719683728279044,0.000483298854330532,284,97,4,-0.3511244851892918,-0.1939540625785215,-0.9393702153528211,-0.16712630403192508,-0.24969594162652434,-0.916987078152706,0.37247927043551526,0.7550190293137568,-1.1429636170147899,0.5686700065374726,0.7709321239174138,-1.5346978200866581,-0.035009579344936904,1,0.10582351401722918,1,-0.34878673018669204,1,0.3510100737064175,1,-0.41257950816466665,1,-1.2026518095382366,1,2005-05-26
2005,2,0.6065951584350376,0.5875917113676857,0.7813442477717731,0.5744576419016084,0.7160640965926409,0.21382522202717766,0.9999331062354031,0.9999403316200187,0.9159504737704993,0.477645751576786,0.43032387505495845,0.39516479651223985,320,137,12,0.2726646723673794,0.07977921116745346,1.3821240148931293,0.8362718860233033,0.010305268825629006,0.09938068794504315,0.31003795223666286,0.016596610496460686,0.9278768430878905,-1.1363114487040429,-0.06122737477877911,0.3932095019725784,0.6647875393299284,1,0.3961675806128263,1,1.8816919170370927,1,1.0269282861278388,1,-0.14243777697766105,1,0.5613740142471212,1,2005-08-04
2005,3,0.5972861010493415,0.583196528681631,0.7536459895202758,0.6426471423355851,0.5298678510143757,0.2526514382334426,0.9999366723350249,0.9999336682805733,0.9903135392814876,0.46690029296246366,0.484738275286625,0.4392156409898093,326,158,12,0.0950220821686316,-0.0007937533544488078,1.0541445599645838,-1.775557734791615,1.0785117319994884,0.2843771282358225,-0.20088803173720854,0.6167022573783044,1.096180621358601,1.091486898124673,-1.0052345998694494,0.6083853997918588,0.43638884525870536,1,0.2953076114010594,1,1.3720525308289464,1,-0.818581003821046,1,0.9469489985599813,1,0.85393201710123,1,2005-11-09
2005,4,0.5910205965276143,0.5802973814851465,0.6990620462007805,0.576240848294265,0.6462746538272327,0.00026770830154418943,0.9999363379407441,0.999935642334458,0.00044308900833134324,0.48089719852335894,0.46641991790065335,0.0001772907400533965,417,165,5,-0.024541092278205043,-0.053941233423312945,0.40780745763754656,-0.1426851991142824,0.03823966608159743,-0.9181632217346385,-0.049523174564293865,0.5604301625165363,-1.144164577359491,0.3415088385055205,0.22441789358349667,-1.5361925830477425,0.2836541154303383,1,0.22719355225515575,1,0.7053757158111645,1,0.34621786119077974,1,-0.16070695078733363,1,-1.232620231649994,1,2006-02-21
2006,1,0.6012126874082603,0.5875599225029969,0.7459954966361693,0.5931750445306639,0.6495239981958945,0.26061107581881515,0.999932510186045,0.9999347439224948,0.9839951991685668,0.4741237715302309,0.46155711585139875,0.4226480391438598,345,142,12,0.1699522219816258,0.07919645426069535,0.9635538642146677,-0.09710568786290417,0.30351830506928656,0.32230265287298804,-0.11841085769208809,-0.08370697704856726,1.0818805046797528,0.14241921663773763,-0.37063944641820706,0.5274573575671561,0.5089407710406954,1,0.3756216858932557,1,1.1741012949334912,1,0.36915227768241354,1,0.12119544143650733,1,0.9314621391394245,1,2006-05-31
2006,2,0.6500756780170353,0.6439777738413185,0.7126517899154611,0.6600955375708311,0.6359480876341806,0.0016210079193116345,0.9999418151965074,0.9999381401496066,0.0016210079193116345,0.4654335754867285,0.46937853628176707,,303,169,1,1.1023933765433567,1.1134546089234152,0.568725761441672,-0.28753898701186004,1.3518454335764363,-0.9117151143372081,0.14200221192349585,1.4821464524498689,-1.14149862751124,0.4626386333811504,-1.1340882806621213,0.0,1.6311941080637473,1,1.5902110115658044,1,0.7609490331553757,1,0.22151065489681115,1,1.244875903976769,1,-1.1962628903795254,1,2006-08-10
